question_id,entropy,pmax,margin,correct,correct_answer,SelfProb,OtherProb,question_text,gap_abs,gap_signed,direction
sqa_test_155028f403d247eb7cac8f81c0106f9fd143db2725e6628bf3d1473422594421,0.059917717901444435,0.9907777470254294,0.9848863680401105,0.0,D,0.2814363020356552,0.0748527956807936,,0.20658350635486156,0.20658350635486156,Self>Other
sqa_test_15538d546d7e36a62e309334857fcff86ef517794614c4a27332091d494b8ec3,0.03279656089541184,0.9947676134511352,0.9895475524928578,1.0,B,0.37517013387992804,0.07530783384094852,,0.2998623000389795,0.2998623000389795,Self>Other
sqa_test_159d9448f64aa9e7a3deae7a1a46f1e59b029b1c8cba82fdf588697b3b370f52,0.14686302785103436,0.9720379857821437,0.9563264528060568,0.0,B,0.03115398038298862,0.02503567330138249,,0.0061183070816061315,0.0061183070816061315,Self>Other
sqa_test_15bc7b9ba95e2904e7434586de3e2bf03b9e89328c97b4b4b82075f06adc81e6,0.014322215411939614,0.9980440444111138,0.9961173661776295,1.0,C,0.29850419464850503,0.15000115876546424,,0.14850303588304078,0.14850303588304078,Self>Other
sqa_test_164b44c3693dc77003947fc33061b02f042e09586c3bdce4380178a0448b3ac0,0.0009473550075932576,0.9999154944094876,0.999857204693036,1.0,A,0.7767976164673084,0.21847636980653956,,0.5583212466607688,0.5583212466607688,Self>Other
sqa_test_1708f1d366967826783a38c86b6be67d85f997ee999f5927d75ae0218fc891a4,0.009143402377868074,0.9988246504619871,0.9976551468670997,0.0,A,0.8373341536421554,0.08923273001914535,,0.74810142362301,0.74810142362301,Self>Other
sqa_test_176d27456f273f7d425ca2303859c1c5cbde35918e88d84cae85535e13e6ef22,0.004206315600804128,0.9995610349788016,0.9992651200894465,0.0,D,0.8683624815085914,0.29878684240137865,,0.5695756391072128,0.5695756391072128,Self>Other
sqa_test_17a49c6117aa8b83f2280eec0a3249eea7d2bee31c638f2c44f0758ea5b90d0e,0.32041142858895577,0.9250541933857443,0.878998458388237,0.0,A,0.3099506676738758,0.2502166358344478,,0.05973403183942799,0.05973403183942799,Self>Other
sqa_test_17eb7a6d8a1cad6f23e032cc5b214a794c4e9b8ae3135cdbaff2ae050edb228b,0.027029424227589218,0.9958812800214695,0.9918113401432621,1.0,C,0.6187603414258378,0.29900621670007527,,0.31975412472576253,0.31975412472576253,Self>Other
sqa_test_17f204584ddc1444ec81fe4914c3d0a519e179b2b1da59d8695078cfe9cf017e,0.4837891926430495,0.8417042858718523,0.6954380107172224,1.0,B,0.39060830686119036,0.07670243730497314,,0.31390586955621724,0.31390586955621724,Self>Other
sqa_test_17fedaee4f9277cad988a4b0b8c346339beb3af37f532e4ab36fe8df298b84b4,0.03264910166956796,0.995333400008121,0.9921654726992893,0.0,A,0.30359632252445246,0.07514689853782995,,0.2284494239866225,0.2284494239866225,Self>Other
sqa_test_18b8b8ed2caa571b13c9e7f1327da5057e7dabb426ce097b606d3166ac05c761,0.3817185205533528,0.8786231993901296,0.7597144798424076,0.0,C,0.2527577863441926,0.07502639629262227,,0.17773139005157035,0.17773139005157035,Self>Other
sqa_test_18e58bf28a569c55ff6beaef0a5928838393bd42e3d161e81866dc09c5405fb7,0.13658902730196085,0.9729670088192969,0.9500850176386351,1.0,C,0.30352023167076464,0.11973236116425295,,0.18378787050651169,0.18378787050651169,Self>Other
sqa_test_1928d080a752df8aa7eec8daf0b6135ae37cd391863318ff547e6efe65c96f8b,1.741731719873658e-05,0.999998859131851,0.9999979168872196,0.0,C,0.5848429886261354,0.21598800883643796,,0.3688549797896974,0.3688549797896974,Self>Other
sqa_test_1954acb620b812f8ddca578b7dafffb1e0820cc8afef618fb9c0c71a70d1b4f2,0.045556178508582915,0.9927187379316291,0.9860298521265125,1.0,B,0.753290249927005,0.29971039984699394,,0.45357985008001106,0.45357985008001106,Self>Other
sqa_test_1984659f182697f6dd5382ae3be5592b54e45c49729e4236d81da3f7a4a0ec3c,0.03855736162057536,0.9943009695574889,0.9896964434263106,1.0,A,0.025002390611265735,0.025000035382359478,,2.355228906257556e-06,2.355228906257556e-06,Self>Other
sqa_test_1aecf58a502ecc6d38940533b62f419a813541ae136c3fa709e08d3786d82de5,0.03330555180565569,0.9951014060232115,0.9910346531987156,1.0,C,0.1413191601051001,0.025163435674246486,,0.1161557244308536,0.1161557244308536,Self>Other
sqa_test_1b58a69b2ee6cf738ff0ba34bfdd2e0a299aaa5e3887de721adfbbc444ad56ef,0.6685085355629524,0.6219977007011468,0.2447370249551391,0.0,A,0.5341812245192442,0.1766129644683709,,0.3575682600508733,0.3575682600508733,Self>Other
sqa_test_1c5c8e1e8432806b694bc23c5af3ed0116f60372ef5f62ee2623759a38205de2,0.099850597431659,0.9796225142426801,0.9592910977827553,0.0,B,0.29966650787630744,0.07501994067027787,,0.22464656720602957,0.22464656720602957,Self>Other
sqa_test_1c921e6a98fa31a8a63be79eb3fc873df634701c6bc787f314ad6ae7c3e848b9,2.9189810699719563e-05,0.9999979928792698,0.999996232536281,1.0,C,0.2979202143831906,0.14551319115158473,,0.15240702323160588,0.15240702323160588,Self>Other
sqa_test_1cf225649b6fc038c2d9ed7d37f6db49934aca56f02077b84872977708d719a7,0.0014974689529878788,0.9998584640529189,0.9997836227912398,0.0,B,0.4389963194283759,0.292171120989078,,0.14682519843929792,0.14682519843929792,Self>Other
sqa_test_1d41a3b56670366604e9b494ae80c84b4ee96e744b6a2999b85dd52830db146a,0.7240952582481147,0.6655032447398166,0.3511417524467051,0.0,A,0.3216686647761573,0.26104025004302583,,0.060628414733131464,0.060628414733131464,Self>Other
sqa_test_1d47b1567644d647f6e76152a619dd069bc03442e2080fe9818a79d2db73aeb1,0.01810119416214627,0.9974524569820551,0.9949800190363957,1.0,B,0.9322077693334219,0.08837873393787037,,0.8438290353955515,0.8438290353955515,Self>Other
sqa_test_1d5cc5893b997cf36c8439c4c29b8c57a26138fe7a61c4123b54b1ade0c88087,0.009953689202861384,0.9987451447960141,0.9975757342667018,1.0,D,0.7059390141146566,0.2896914819333854,,0.41624753218127125,0.41624753218127125,Self>Other
sqa_test_1d6c1c8c4342066408110a7349266ffcd9403faecddb14ef5d577ffc2c82eba3,1.2152605055809544,0.43095012297588664,0.09532582973754788,0.0,A,0.4983721481880933,0.38210065855770775,,0.11627148963038553,0.11627148963038553,Self>Other
sqa_test_1e69ec1402b021d12c7cf8dac7ed8794a8d6462d09e49ae6990610d66c6e7b82,0.8500958917089926,0.6089525287982026,0.2830037089053621,1.0,D,0.3551599124903491,0.07669046921703679,,0.27846944327331236,0.27846944327331236,Self>Other
sqa_test_1ea7dfddf44e773a56ef8f2af7f79e5e18f29f19c8c057ba9b2e5e91f0f10fe4,0.518991299939679,0.8109554340030981,0.6300068100517138,0.0,C,0.28386599935665024,0.07503489228358766,,0.20883110707306257,0.20883110707306257,Self>Other
sqa_test_1f46dac76a56893995a4ff37054334d72f83330088032e6d94336dbddb389c9b,0.01104946372064344,0.9986233270928571,0.9974540593851448,0.0,D,0.2916706623408367,0.07698965180633846,,0.21468101053449826,0.21468101053449826,Self>Other
sqa_test_20289e6416d5e2dc2dbdf8f291b19af74f1b9e3da118cb9cb6135b91e890b1b0,0.004106215547260968,0.9995403788524232,0.9991098342844016,0.0,D,0.43471480985949024,0.26427736596960644,,0.1704374438898838,0.1704374438898838,Self>Other
sqa_test_20d084df9d7565f16ca67c2fa338e73fc4527114b094ea39e33a4f16b438750f,0.049612613605954536,0.991401048599323,0.9828237476007055,1.0,B,0.3392242018654413,0.07524890480493603,,0.26397529706050527,0.26397529706050527,Self>Other
sqa_test_20dffbea5716c531a77979d8a6c40e019b3c0fe73a78dd3515c6fd1a489aff67,4.208046336517183e-09,0.9999999998264208,0.9999999997358601,1.0,D,0.6993135264452308,0.30394334794794375,,0.39537017849728706,0.39537017849728706,Self>Other
sqa_test_2142d7e1b0992351c0ee13500abe1c81f344433de0fb8d26d5d006956011038d,0.0650603693771632,0.9897545852005873,0.983085671542895,1.0,D,0.23400728693374184,0.07500829896597047,,0.15899898796777137,0.15899898796777137,Self>Other
sqa_test_21be5940c51b012dca48e3094b839370df6ba8d2cf541026b70ed073d2c4516c,0.7101443518937007,0.7088476392774739,0.44807718140751157,0.0,D,0.29811885021548556,0.07541481229337511,,0.22270403792211046,0.22270403792211046,Self>Other
sqa_test_220a028ad281eca22f44ae436c486c3a9193f55e196145a831bf10c8a926c302,0.23765013783689798,0.938580081039831,0.8785786652288725,1.0,D,0.30239708835806706,0.07740678033227401,,0.22499030802579306,0.22499030802579306,Self>Other
sqa_test_222831aa836c0e46757f46de7163e1afded2b5588e7ef0cfc48ff9de3758e708,0.02400208281136199,0.996553143108404,0.9933813325480784,0.0,B,0.22115113214258592,0.12771114323390273,,0.09343998890868319,0.09343998890868319,Self>Other
sqa_test_2324ed0c2b5286cd6fd8abd449820445010572523119ce1d147e05e837bd3a69,0.001284160158575609,0.9998819153049792,0.9998070723233912,0.0,D,0.3346558243211232,0.1136666876012684,,0.22098913671985476,0.22098913671985476,Self>Other
sqa_test_23bf3d16b302a4573076cfd796545b94d76df49d57e95fed64e0b003d4ae3aad,2.973656322420614e-06,0.9999998285812902,0.9999997292693523,1.0,D,0.43445149613184647,0.2899088788586302,,0.14454261727321627,0.14454261727321627,Self>Other
sqa_test_24164edc4dd52f0703c33fc8b39908d4af044b792715b1e7413b63888f94e848,0.013022792774142863,0.998377552994967,0.9970529248895468,1.0,B,0.3007161998906555,0.07682085988476711,,0.2238953400058884,0.2238953400058884,Self>Other
sqa_test_2507bd9e35f127a91b625b005d6538af966c4fde089dbb7b25661f164f17ba5b,0.47612308638822576,0.8174860196283169,0.6350802331495481,0.0,B,0.3454605896327907,0.2723966751935108,,0.0730639144392799,0.0730639144392799,Self>Other
sqa_test_2544b072d5c93430298e085d254e35f45e0d6dc07f20f96d09ffe1a9ff4a29ae,0.6689696286269731,0.6219953939262587,0.24473610606674295,1.0,D,0.0786451803299054,0.07500558526786508,,0.0036395950620403267,0.0036395950620403267,Self>Other
sqa_test_26c3d260ee5a479f032ac0d9ead52a49ce695c514191779760ac07833abb82c8,0.0006006196398442116,0.9999466770605084,0.9999012795570799,0.0,B,0.32796210287619987,0.07500584949302158,,0.2529562533831783,0.2529562533831783,Self>Other
sqa_test_26e8ad0f7720b08b86cb2d048a7fc1e47dde61694696a6e9cbbae88ac2ede4ae,0.7942239375233114,0.7033125483700826,0.5018101295700895,0.0,D,0.3437998770662126,0.07501560175312555,,0.2687842753130871,0.2687842753130871,Self>Other
sqa_test_273b41ec5183303b7aaa5ee57d91ee8b2605cb147edecb1a2733259d7012003d,0.6275317958208867,0.6791764590330138,0.35835620681555164,0.0,A,0.2963672826712562,0.07506889912195071,,0.22129838354930553,0.22129838354930553,Self>Other
sqa_test_276854f51b80e349a793cc19836bd798158a5c3bd3dacb505876f8fb2df9cee6,0.005378377722425762,0.999387632607881,0.9988348870322956,1.0,D,0.299584283226037,0.07499993105755917,,0.2245843521684778,0.2245843521684778,Self>Other
sqa_test_27c134ce9b858cc48817767324e69980242dfa1557f2326d0da1e1114c18b2ae,0.2279361281627523,0.9398470408461882,0.8797646285443161,0.0,C,0.736895662565026,0.07721697016788436,,0.6596786923971417,0.6596786923971417,Self>Other
sqa_test_28224f2d8758e2bc6c4c382ffd6e591d36b4eb8627813d876254a98650de100c,2.329228474760282e-05,0.9999984677198789,0.9999976361920374,0.0,C,0.33070584127419334,0.14633491516163752,,0.18437092611255582,0.18437092611255582,Self>Other
sqa_test_28aba0dfc75bb8f068c1f12229d3c8e316bc3ebf416ce4e39842b5a556049844,0.02858353746288893,0.9957115288770387,0.9916422837203184,1.0,A,0.3069599872717979,0.21512416514838878,,0.09183582212340913,0.09183582212340913,Self>Other
sqa_test_28cbd1317841e2a14443359a117b343154b9735b3eac075af187bb39c426c338,2.480595075961901e-06,0.999999858794302,0.9999997594823611,1.0,C,0.8557557828874547,0.23387156416399613,,0.6218842187234586,0.6218842187234586,Self>Other
sqa_test_290f6d7bd6975890b960ba26749a8c4c0c883f82be4c28237b0db8010cfc938f,0.5111714923582378,0.8550439308008478,0.7649229648710172,1.0,B,0.828616627824679,0.1534330490382055,,0.6751835787864735,0.6751835787864735,Self>Other
sqa_test_2943d268c3594d7f906b12583ffdcb2eb7e0e9b079995e7d37f4653525ea1259,0.2842187853818569,0.9339685437452692,0.8874689852327995,1.0,B,0.7111173482495745,0.0754714052740024,,0.6356459429755721,0.6356459429755721,Self>Other
sqa_test_2a4905fd4d35830c1cf5cba4ab46ce92a8d7527264de0fc49bfded30d784f23a,0.5303954030456776,0.7772943953419413,0.5545958225039341,0.0,D,0.7878104377371553,0.30003233335002355,,0.48777810438713176,0.48777810438713176,Self>Other
sqa_test_2b448f97daebf8584a8a0e5640e1e633d1d0c6d437847a8f9c433db59d23220e,0.0007859257491889521,0.999925152027209,0.9998503057643492,0.0,B,0.31706583273647637,0.07885019197740059,,0.23821564075907578,0.23821564075907578,Self>Other
sqa_test_2b5c8a480083a8e32c7bcde90897a66ea9c806fa90f789e79ca9b7a4b0fb61bf,0.42013648693440747,0.8518823694344884,0.7038474173596265,0.0,B,0.2144027163624158,0.07499997584929205,,0.13940274051312376,0.13940274051312376,Self>Other
sqa_test_2b657b2d39a6646123ae93971f878545321c175418b6736dc9d2cf9d8998b3ee,1.133868362671753,0.4678874439401799,0.10349635792969164,0.0,B,0.538179375999786,0.2343274680678018,,0.30385190793198424,0.30385190793198424,Self>Other
sqa_test_2b783ac39edc0407f7473cdf4a425b12d936f4650866f259327debf70a565329,0.9525629911471916,0.6137338735311206,0.3879538058372778,0.0,A,0.25606745395849345,0.07488224179314293,,0.18118521216535052,0.18118521216535052,Self>Other
sqa_test_2bcf264e731b9b0252d2fbb87a01fe2855e8145e00484327930248f72752a175,0.487212266784803,0.8646681400327536,0.773532794002042,0.0,D,0.10260633541323887,0.026870872129883847,,0.07573546328335502,0.07573546328335502,Self>Other
sqa_test_2be7573710163c8e869a5760d9af3858cb67d503f68c42d09a7aa565a73e8e0b,0.6629241170387469,0.6224556412539163,0.24491721052232818,1.0,B,0.30072827911031097,0.14666650148087765,,0.15406177762943332,0.15406177762943332,Self>Other
sqa_test_2e33094a0dbc59658530a849dfedf904df4a3852f4cf4e383683de05aef57f7d,0.4787046735782079,0.8172380307085162,0.6348875726026705,0.0,C,0.30025449589926234,0.2240863172932333,,0.07616817860602904,0.07616817860602904,Self>Other
sqa_test_2e6ae3cb9e1b010d46c351f0f5ace3bb5251468a1afc36f420e972bc0f474906,0.004699276100957439,0.999447194981567,0.9988944164437608,1.0,A,0.8010134774485057,0.3066836523784781,,0.4943298250700276,0.4943298250700276,Self>Other
sqa_test_2e8d93fbccaa6259b8ef00fd72d02bf3db0393b1cfc84ee64d975df387d2d7ab,0.011394261157510145,0.9984886412123182,0.9969874743626785,1.0,B,0.5450208576143883,0.07319092809714675,,0.47182992951724156,0.47182992951724156,Self>Other
sqa_test_2f2907220849e57cf230725b790684e5bc4557972c536c91701368ed9427c3c9,0.6863803490343967,0.562122474366126,0.12434105114775135,0.0,C,0.2808622945012881,0.077795790970419,,0.20306650353086908,0.20306650353086908,Self>Other
sqa_test_2f5857417b03e814e8ee87240dfe08b4bb9c6735066fa08bf9d7352de5b4bf09,0.6359241796448158,0.7594395783588438,0.5418565027180359,0.0,A,0.31390263202607727,0.0750392991336304,,0.23886333289244688,0.23886333289244688,Self>Other
sqa_test_2fc368d66e725c10e5825438c6f55c6dd956b73760760aaa6f0ec6fdb26b9e09,0.6682207711406429,0.622044889738499,0.2447555811504375,0.0,B,0.02523938215188448,0.029123512861500885,,0.003884130709616407,-0.003884130709616407,Other>Self
sqa_test_3019552f850225dd7ca9b9ffa571582178e3ce3fbd43a6087d0ce07cf966078a,0.03508746698259883,0.9945356854149928,0.9893168418216179,0.0,C,0.28734097514498097,0.07559244820273958,,0.2117485269422414,0.2117485269422414,Self>Other
sqa_test_31ae5a241cd1785239ce2a1e4f1d134e02beb96a622728f1e49f868bd49b6a68,0.23254222649475143,0.9498802140839882,0.9173770971462125,1.0,A,0.287345472748423,0.07474897080215168,,0.2125965019462713,0.2125965019462713,Self>Other
sqa_test_31df179edfe803fe804b5d7922a4e9a9fb0969ccde32be80989dcc653366344c,0.022066469801456046,0.9967678513438295,0.9935953573920194,0.0,B,0.8292078840079308,0.07500620782285788,,0.754201676185073,0.754201676185073,Self>Other
sqa_test_323d9402aac5abb4ab45d7ae3b90c6fdc9b625de921d31f8fb2a493843a98fed,0.31475574375459275,0.9046497355568883,0.8093003435625641,1.0,B,0.30454455318805257,0.075764121492548,,0.22878043169550455,0.22878043169550455,Self>Other
sqa_test_32ad377a70f49efc8d88b2b9779cd6a86367479afab98fcf2a4d8bca9b4e57a8,0.0005967387904339195,0.9999483709014984,0.999908307667918,0.0,D,0.08512165780620776,0.07502582389682508,,0.010095833909382679,0.010095833909382679,Self>Other
sqa_test_32e1ad3ca1ec8303290351aca251a5db7b7e062ac9744c67153b9abdd827162b,0.00019689437708830075,0.9999844010650685,0.9999713939656643,1.0,D,0.31818868146014345,0.2925425981496053,,0.025646083310538137,0.025646083310538137,Self>Other
sqa_test_333d7e53539ac17ce58c63b524997bedeb6db077ca02b23dbddbe7982f94cce4,0.41789347790462095,0.8954862493145435,0.8219802694391105,0.0,C,0.7079381948415451,0.3746539280470581,,0.33328426679448697,0.33328426679448697,Self>Other
sqa_test_33467b90a04ad222ae543b4bf210b99341fa005a34f9f0a20e1d58478901b65e,0.00017084616287551247,0.9999862576478005,0.9999732505242468,0.0,A,0.27897593877383997,0.07551136819311002,,0.20346457058072995,0.20346457058072995,Self>Other
sqa_test_348f0a3da53b0a075cc1843093bb073815fd8230d2e69e5c2fbc4379b7cc0800,0.2955354380300113,0.9201477566955067,0.844617424851414,0.0,C,0.30492600143675375,0.07959760596308117,,0.22532839547367256,0.22532839547367256,Self>Other
sqa_test_350e6e1b8effa2e1195d87025e6aa577fab644332fc8861641a7f41c386e6478,0.7001712235241049,0.5608819144099755,0.12406664025689784,0.0,D,0.050236390959506265,0.07613375105502197,,0.025897360095515708,-0.025897360095515708,Other>Self
sqa_test_351e84443eb31b7e1568c6df9f603dc24a0a3243d0f501199541e5429fe6ab1b,0.0006965165212462853,0.9999403929339808,0.9999091918978082,1.0,A,0.6078300023544261,0.07946436953769015,,0.5283656328167359,0.5283656328167359,Self>Other
sqa_test_35766a883343437651c02d42efa2dc96909bbba2793596bdf1caeecd02dde32b,0.0014733895698297657,0.9998575405741611,0.9997341483080873,1.0,B,0.29566915370863783,0.07677506778338523,,0.2188940859252526,0.2188940859252526,Self>Other
