pair_id,answer_letter,easy_qid,easy_pmax,easy_margin,easy_entropy,easy_correct,easy_question,hard_qid,hard_pmax,hard_margin,hard_entropy,hard_correct,hard_question
eh_C_006,C,sqa_test_b7c32978e530c10fac3ff5638b8fbe446e94dc87e21c86b98dad0cd64ba44f05,0.9992297944225664,0.9987420750860362,0.006873445954781271,0,,sqa_test_b03b267e5876747c5c6a92f741fb1dad6bf3f245b3e00fb8b413325dcd4419c9,0.39007263648034685,0.17391031297994547,0.7734736284793081,0,
eh_C_007,C,sqa_test_b5dde8abd319f86acfbdacffc8ad6560461c453ac63d45e29bc80624848f9e7d,0.9992101182846581,0.9987797159133496,0.007065386149926949,1,,sqa_test_18b8b8ed2caa571b13c9e7f1327da5057e7dabb426ce097b606d3166ac05c761,0.3918724043972087,0.18537941600018473,0.7576031074047689,0,
eh_C_008,C,sqa_test_1215fa2d1ee9186c75c96c26d6adc91f1eb4282d00d28092fdd2fa3d14ab9200,0.9989304959698433,0.99801958948057,0.008917949445152916,1,,sqa_test_18e58bf28a569c55ff6beaef0a5928838393bd42e3d161e81866dc09c5405fb7,0.3924377015116195,0.08680689405061282,1.193462607888546,0,
eh_D_000,D,sqa_test_20dffbea5716c531a77979d8a6c40e019b3c0fe73a78dd3515c6fd1a489aff67,0.9999917447551876,0.9999869596778683,0.0001127408150776248,1,,sqa_test_f9aeee91ce3644e8268abc51a73005ac0f06e5cb5ef1e00f36cb308822c924bb,0.28561656855027834,0.03960751706651741,1.3313115872850372,1,
eh_D_001,D,sqa_test_52c781f4bc7d1eaf7c545e21829becab64e404187cea246959f4248497e6bb4c,0.9999756163043917,0.9999589150028921,0.0003032250672873707,1,,sqa_test_220a028ad281eca22f44ae436c486c3a9193f55e196145a831bf10c8a926c302,0.29943091115772985,0.04652663258089862,1.2557244321688068,1,
eh_D_002,D,sqa_test_90bf23b790a733cdab2590d78005733f9a8ff4c4b48f9aea8b61e0f15804eef0,0.9999606597307824,0.9999294580845131,0.0004629655989167983,1,,sqa_test_26e8ad0f7720b08b86cb2d048a7fc1e47dde61694696a6e9cbbae88ac2ede4ae,0.3063144318802917,0.05082293072517463,1.1923118371570725,0,
eh_D_003,D,sqa_test_3b34496e100fe4572cf87f24ac1e18678924f177e7b39e7a03acfa9a7524078a,0.9998178718109316,0.9996780557039244,0.0018680233159819595,0,,sqa_test_454c60951e7a8b195c14782929e7ed5ed4c4150ac0f04f3b0a737797620bfcec,0.3175836001123378,0.0854123357520209,1.2340120449201606,0,
eh_D_004,D,sqa_test_b5ae0cb7cfbf8fe70bef8e0cabc2b8f841567cda729b05a0680fe88c7df1dcd2,0.9997107840622932,0.9995073744512158,0.00287549739485538,1,,sqa_test_2142d7e1b0992351c0ee13500abe1c81f344433de0fb8d26d5d006956011038d,0.3333809447886744,0.10841680000894169,1.1712316899495423,0,
eh_D_005,D,sqa_test_bba16bf222c81a6d25bd0a11fc44613a4d2d82eb33d42f2e8a89584c5c73ad47,0.9989642282266677,0.9982547895530144,0.008996789422197731,1,,sqa_test_1351aaf9eb3a88bf7a88b6bb17056273f7e1f3f5ac8e55fd6ffa05e37fb00a36,0.3362667047728739,0.07779638348915685,0.9883517603794985,0,
eh_D_006,D,sqa_test_cc76d05bfe56f7121b88fb5aaac1a777e490b9bd1654731c4bb3781a3edb6e01,0.9988076215796696,0.9980038480188803,0.010013723794463235,0,,sqa_test_b7c936e6457711145fd959c7fab224c5fd66c32d2f10419f53399cd6f2f7ec93,0.3390457896094927,0.06903078432166598,0.8737150537748549,1,
eh_D_007,D,sqa_test_36a4da74fe89fac75dc7d2eebe47f7a6767069c1d0e7c0b9c2251a443034d775,0.9988041208404911,0.9981781435628662,0.010387050381150904,0,,sqa_test_b9a830338aab07b6acd169b039bdea6f2c46b2ccbd91116025ee5b484f4ec439,0.37524724257399344,0.15510710820588278,0.9015331722680309,0,
eh_D_008,D,sqa_test_d1dfdb90d1804e10777f47b9548c843400cf8871b2ee9a75e08d3696b8b371ce,0.9982473979958244,0.9965467639546216,0.013140857549857242,1,,sqa_test_03922247bb6b34c880c5d234b20020f4e5a29263211910d0c17c580c0e417266,0.37569981434601185,0.11748534451145798,1.3279441904376579,1,
eh_D_009,D,sqa_test_579d281ec7379066ba2b7e38eade396a13256df79af8505a3769242544b135b5,0.9961091307838993,0.9941861875728605,0.029500954245418716,1,,sqa_test_1e69ec1402b021d12c7cf8dac7ed8794a8d6462d09e49ae6990610d66c6e7b82,0.3804775552808046,0.0,1.1776635194747815,0,
eh_D_010,D,sqa_test_6277363123b0b8292a2375f28ee56bc590c428fdc171303c485dfdba28109590,0.9923576297571446,0.9887786293285845,0.05229911795429858,0,,sqa_test_670263205e91d781b778aced7a03ac0d0737eb891359639eb1c02ad115e946b5,0.3857617575304591,0.14936255455711805,0.6683205075247426,1,
eh_D_011,D,sqa_test_56f0f0e0e0e376ed19b31379631e4c32bed159a2e15e1b32dde1f5e08b2dda30,0.9913488010897374,0.9846691458023055,0.054611528552697686,0,,sqa_test_e371d4b291f8672c6c329d3e335eb4248fa8de28917be9c2504a8a6b1cb3a874,0.392437715723176,0.08680691541121316,1.1934626018516479,0,
eh_D_012,D,sqa_test_ab36bdcdbf1d1092e347560d7352a497c54dada41b966347e3af76d538463a4a,0.9903385277707641,0.9844497583832047,0.06259002102577976,0,,sqa_test_f5991f7d1b2a21633f68d637438ca0ac9bd82b3a1e767b8fdbaff04bab50c854,0.39374580150521965,0.18745554282384871,0.8187893764071761,0,
